Grass Ground,(5.00, 0.00, 11.00)
Grass Ground,(5.00, 0.00, 13.00)
Grass Ground,(3.00, 0.00, 13.00)
Grass Ground,(1.00, 0.00, 13.00)
Grass Ground,(-1.00, 0.00, 15.00)
Grass Ground,(-3.00, 0.00, 13.00)
Grass Ground,(-5.00, 0.00, 11.00)
Grass Ground,(-5.00, 0.00, 9.00)
Grass Ground,(-7.00, 0.00, 5.00)
Grass Ground,(-7.00, 0.00, 7.00)
Grass Ground,(-7.00, 0.00, 3.00)
Grass Ground,(-7.00, 0.00, 1.00)
Grass Ground,(-7.00, 0.00, -1.00)
Grass Ground,(-7.00, 0.00, -3.00)
Grass Ground,(-7.00, 0.00, -5.00)
Grass Ground,(-7.00, 0.00, -7.00)
Grass Ground,(-5.00, 0.00, -9.00)
Grass Ground,(-3.00, 0.00, -9.00)
Grass Ground,(-1.00, 0.00, -9.00)
Grass Ground,(-1.00, 0.00, -7.00)
Grass Ground,(1.00, 0.00, -7.00)
Grass Ground,(3.00, 0.00, -5.00)
Grass Ground,(5.00, 0.00, -3.00)
Grass Ground,(5.00, 0.00, -1.00)
Grass Ground,(7.00, 0.00, 1.00)
Grass Ground,(7.00, 0.00, 3.00)
Grass Ground,(9.00, 0.00, 5.00)
Grass Ground,(9.00, 0.00, 7.00)
Grass Ground,(9.00, 0.00, 9.00)
Grass Ground,(9.00, 0.00, 11.00)
Grass Ground,(9.00, 0.00, 13.00)
Grass Ground,(9.00, 0.00, 15.00)
Grass Ground,(9.00, 0.00, 17.00)
Grass Ground,(9.00, 0.00, 19.00)
Grass Ground,(7.00, 0.00, 21.00)
Grass Ground,(5.00, 0.00, 21.00)
Grass Ground,(3.00, 0.00, 21.00)
Grass Ground,(1.00, 0.00, 19.00)
Grass Ground,(-1.00, 0.00, 17.00)
Grass Ground,(-3.00, 0.00, 11.00)
Grass Ground,(-5.00, 0.00, 7.00)
Grass Ground,(-5.00, 0.00, 5.00)
Grass Ground,(-5.00, 0.00, 3.00)
Grass Ground,(-5.00, 0.00, -1.00)
Grass Ground,(-5.00, 0.00, -3.00)
Grass Ground,(-5.00, 0.00, -5.00)
Grass Ground,(-5.00, 0.00, -7.00)
Grass Ground,(-3.00, 0.00, -7.00)
Grass Ground,(-1.00, 0.00, -5.00)
Grass Ground,(-1.00, 0.00, -3.00)
Grass Ground,(1.00, 0.00, -1.00)
Grass Ground,(3.00, 0.00, 1.00)
Grass Ground,(3.00, 0.00, 3.00)
Grass Ground,(5.00, 0.00, 5.00)
Grass Ground,(5.00, 0.00, 7.00)
Grass Ground,(5.00, 0.00, 9.00)
Grass Ground,(7.00, 0.00, 11.00)
Grass Ground,(7.00, 0.00, 13.00)
Grass Ground,(3.00, 0.00, 11.00)
Grass Ground,(1.00, 0.00, 7.00)
Grass Ground,(1.00, 0.00, 9.00)
Grass Ground,(-1.00, 0.00, 5.00)
Grass Ground,(-1.00, 0.00, 3.00)
Grass Ground,(-3.00, 0.00, 1.00)
Grass Ground,(-3.00, 0.00, -1.00)
Grass Ground,(-3.00, 0.00, -3.00)
Grass Ground,(-1.00, 0.00, -1.00)
Grass Ground,(1.00, 0.00, 1.00)
Grass Ground,(1.00, 0.00, 3.00)
Grass Ground,(1.00, 0.00, 5.00)
Grass Ground,(1.00, 0.00, 11.00)
Grass Ground,(3.00, 0.00, 15.00)
Grass Ground,(-1.00, 0.00, 7.00)
Grass Ground,(-1.00, 0.00, 9.00)
Grass Ground,(-1.00, 0.00, 11.00)
Grass Ground,(1.00, 0.00, 15.00)
Grass Ground,(3.00, 0.00, 17.00)
Grass Ground,(3.00, 0.00, 19.00)
Grass Ground,(5.00, 0.00, 23.00)
Grass Ground,(5.00, 0.00, 25.00)
Grass Ground,(5.00, 0.00, 27.00)
Grass Ground,(7.00, 0.00, 29.00)
Grass Ground,(7.00, 0.00, 31.00)
Grass Ground,(5.00, 0.00, 29.00)
Grass Ground,(3.00, 0.00, 23.00)
Grass Ground,(3.00, 0.00, 25.00)
Grass Ground,(5.00, 0.00, 15.00)
Grass Ground,(5.00, 0.00, 17.00)
Grass Ground,(7.00, 0.00, 19.00)
Grass Ground,(9.00, 0.00, 21.00)
Grass Ground,(9.00, 0.00, 23.00)
Grass Ground,(11.00, 0.00, 25.00)
Grass Ground,(13.00, 0.00, 27.00)
Grass Ground,(15.00, 0.00, 29.00)
Grass Ground,(15.00, 0.00, 31.00)
Grass Ground,(13.00, 0.00, 29.00)
Grass Ground,(11.00, 0.00, 27.00)
Grass Ground,(3.00, 0.00, -13.00)
Grass Ground,(5.00, 0.00, -13.00)
Grass Ground,(5.00, 0.00, -11.00)
Grass Ground,(5.00, 0.00, -9.00)
Grass Ground,(7.00, 0.00, -9.00)
Grass Ground,(7.00, 0.00, -7.00)
Grass Ground,(9.00, 0.00, -7.00)
Grass Ground,(9.00, 0.00, -5.00)
Grass Ground,(11.00, 0.00, -5.00)
Grass Ground,(11.00, 0.00, -3.00)
Sand Ground,(13.00, 0.00, 1.00)
Sand Ground,(11.00, 0.00, 1.00)
Sand Ground,(11.00, 0.00, 3.00)
Sand Ground,(11.00, 0.00, 5.00)
Sand Ground,(13.00, 0.00, 5.00)
Sand Ground,(13.00, 0.00, 7.00)
Sand Ground,(15.00, 0.00, 7.00)
Sand Ground,(15.00, 0.00, 9.00)
Sand Ground,(17.00, 0.00, 9.00)
Sand Ground,(17.00, 0.00, 11.00)
Sand Ground,(19.00, 0.00, 11.00)
Sand Ground,(21.00, 0.00, 11.00)
Sand Ground,(19.00, 0.00, 9.00)
Sand Ground,(17.00, 0.00, 7.00)
Sand Ground,(17.00, 0.00, 5.00)
Sand Ground,(15.00, 0.00, 5.00)
Sand Ground,(15.00, 0.00, 3.00)
Sand Ground,(11.00, 0.00, -1.00)
Sand Ground,(11.00, 0.00, -7.00)
Sand Ground,(13.00, 0.00, -7.00)
Sand Ground,(13.00, 0.00, -9.00)
Sand Ground,(15.00, 0.00, -9.00)
Sand Ground,(15.00, 0.00, -7.00)
Sand Ground,(17.00, 0.00, -5.00)
Sand Ground,(17.00, 0.00, -3.00)
Sand Ground,(19.00, 0.00, -1.00)
Sand Ground,(19.00, 0.00, 1.00)
Sand Ground,(19.00, 0.00, 3.00)
Sand Ground,(19.00, 0.00, 5.00)
Sand Ground,(21.00, 0.00, 5.00)
Sand Ground,(23.00, 0.00, 7.00)
Sand Ground,(25.00, 0.00, 9.00)
Sand Ground,(27.00, 0.00, 11.00)
Sand Ground,(29.00, 0.00, 13.00)
Sand Ground,(31.00, 0.00, 15.00)
Sand Ground,(33.00, 0.00, 17.00)
Sand Ground,(35.00, 0.00, 19.00)
Sand Ground,(37.00, 0.00, 19.00)
Sand Ground,(39.00, 0.00, 21.00)
Sand Ground,(41.00, 0.00, 23.00)
Sand Ground,(43.00, 0.00, 25.00)
Sand Ground,(45.00, 0.00, 27.00)
Sand Ground,(47.00, 0.00, 29.00)
Sand Ground,(47.00, 0.00, 31.00)
Sand Ground,(49.00, 0.00, 33.00)
Sand Ground,(51.00, 0.00, 35.00)
Sand Ground,(51.00, 0.00, 37.00)
Sand Ground,(49.00, 0.00, 35.00)
Sand Ground,(45.00, 0.00, 31.00)
Sand Ground,(47.00, 0.00, 33.00)
Sand Ground,(41.00, 0.00, 29.00)
Sand Ground,(43.00, 0.00, 29.00)
Sand Ground,(37.00, 0.00, 23.00)
Sand Ground,(39.00, 0.00, 25.00)
Sand Ground,(39.00, 0.00, 27.00)
Sand Ground,(31.00, 0.00, 19.00)
Sand Ground,(33.00, 0.00, 21.00)
Sand Ground,(35.00, 0.00, 21.00)
Sand Ground,(27.00, 0.00, 13.00)
Sand Ground,(29.00, 0.00, 15.00)
Sand Ground,(29.00, 0.00, 17.00)
Sand Ground,(23.00, 0.00, 9.00)
Sand Ground,(25.00, 0.00, 11.00)
Sand Ground,(21.00, 0.00, 7.00)
Sand Ground,(17.00, 0.00, 3.00)
Sand Ground,(17.00, 0.00, 1.00)
Sand Ground,(15.00, 0.00, 1.00)
Sand Ground,(15.00, 0.00, -1.00)
Sand Ground,(13.00, 0.00, -1.00)
Sand Ground,(13.00, 0.00, -3.00)
Sand Ground,(15.00, 0.00, -3.00)
Sand Ground,(15.00, 0.00, -5.00)
Sand Ground,(19.00, 0.00, -5.00)
Sand Ground,(19.00, 0.00, -3.00)
Sand Ground,(21.00, 0.00, -1.00)
Sand Ground,(23.00, 0.00, 1.00)
Sand Ground,(23.00, 0.00, 3.00)
Sand Ground,(23.00, 0.00, 5.00)
Sand Ground,(19.00, 0.00, 7.00)
Sand Ground,(13.00, 0.00, 3.00)
Sand Ground,(27.00, 0.00, 15.00)
Sand Ground,(25.00, 0.00, 13.00)
Sand Ground,(23.00, 0.00, 11.00)
Sand Ground,(21.00, 0.00, 9.00)
Sand Ground,(9.00, 0.00, -9.00)
Sand Ground,(11.00, 0.00, -9.00)
Sand Ground,(21.00, 0.00, 1.00)
Sand Ground,(17.00, 0.00, -1.00)
Sand Ground,(13.00, 0.00, -5.00)
Sand Ground,(21.00, 0.00, 3.00)
Sand Ground,(25.00, 0.00, 7.00)
Grass Ground,(-5.00, 2.00, 11.00)
Grass Ground,(-5.00, 2.00, 9.00)
Grass Ground,(-5.00, 2.00, 7.00)
Grass Ground,(-7.00, 2.00, 3.00)
Grass Ground,(-7.00, 2.00, 5.00)
Grass Ground,(-7.00, 2.00, -1.00)
Grass Ground,(-7.00, 2.00, 1.00)
Grass Ground,(-7.00, 2.00, -3.00)
Grass Ground,(-7.00, 2.00, -5.00)
Grass Ground,(-7.00, 2.00, -7.00)
Grass Ground,(-7.00, 2.00, -9.00)
Grass Ground,(-7.00, 2.00, 7.00)
Grass Ground,(-7.00, 2.00, 9.00)
Grass Ground,(-7.00, 2.00, 11.00)
Grass Ground,(-7.00, 2.00, 13.00)
Grass Ground,(-5.00, 2.00, 15.00)
Grass Ground,(-5.00, 2.00, 17.00)
Grass Ground,(-5.00, 2.00, 19.00)
Grass Ground,(-5.00, 2.00, 21.00)
Grass Ground,(-5.00, 2.00, 23.00)
Grass Ground,(-3.00, 2.00, 25.00)
Grass Ground,(-3.00, 2.00, 23.00)
Grass Ground,(-3.00, 2.00, 19.00)
Grass Ground,(-3.00, 2.00, 21.00)
Grass Ground,(-3.00, 2.00, 13.00)
Grass Ground,(-3.00, 2.00, 15.00)
Grass Ground,(-3.00, 2.00, 17.00)
Grass Ground,(-5.00, 2.00, 3.00)
Grass Ground,(-5.00, 2.00, 5.00)
Grass Ground,(-5.00, 2.00, -1.00)
Grass Ground,(-5.00, 2.00, 1.00)
Grass Ground,(-5.00, 2.00, -3.00)
Grass Ground,(-5.00, 2.00, -7.00)
Grass Ground,(-5.00, 2.00, -5.00)
Grass Ground,(-5.00, 2.00, -9.00)
Grass Ground,(-5.00, 2.00, -11.00)
Grass Ground,(-3.00, 2.00, -5.00)
Grass Ground,(-3.00, 2.00, -3.00)
Grass Ground,(-3.00, 2.00, -7.00)
Grass Ground,(-3.00, 2.00, -9.00)
Sand Ground,(29.00, 2.00, 13.00)
Sand Ground,(29.00, 2.00, 11.00)
Sand Ground,(27.00, 2.00, 9.00)
Sand Ground,(25.00, 2.00, 7.00)
Sand Ground,(23.00, 2.00, 5.00)
Sand Ground,(23.00, 2.00, 3.00)
Sand Ground,(21.00, 2.00, 1.00)
Sand Ground,(19.00, 2.00, -1.00)
Sand Ground,(19.00, 2.00, -3.00)
Sand Ground,(17.00, 2.00, -3.00)
Sand Ground,(17.00, 2.00, -5.00)
Sand Ground,(15.00, 2.00, -5.00)
Sand Ground,(15.00, 2.00, -7.00)
Sand Ground,(13.00, 2.00, -7.00)
